appid,title,genres,developers,publishers,tags,release_year,short_description
428800,liteCam Game 5:  120 FPS Game Capture + Streamer,"Audio Production,Education,Software Training,Video Production,Web Publishing",Rsupport Inc.,Rsupport Inc.,Captions available,2015,‘liteCam Game: 120 FPS Game Capture’ is a next-gen game recorder and Live Streaming software for Steam users. liteCam Game 5.0 has a minimal impact on game performance while recording at up to 120 FPS and Live Streaming directly to Twitch or Youtube!
428830,Save the Dodos,"Casual,Indie",3DDUO,"SOEDESCO Publishing,Dear Villagers","Single-player,Steam Achievements,Steam Trading Cards,Family Sharing",2016,"Save the Dodos! We’re all familiar with the sad tale of the charming, yet unintelligent Dodo. But now you can prevent their heart-breaking tale of extinction! Guide the dodos through 100 challenging levels and save our avian dullards from extinction."
428860,Red Haze,"Adventure,Indie",Yai Gameworks,Yai Gameworks,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Family Sharing",2017,"You know, my dear, it isn't safe... To wander and creep while oh so weak. In the abandoned, the rotten, the decayed. Society has forgotten you; it won't lift a finger for that which is tossed away. You're just prey that the true prowlers who lay in shadows await to feast upon."
428870,Take the Dream IX,"Sexual Content,Nudity,Violent,Gore,Adventure,Free To Play,Indie,RPG",Yai Gameworks,Yai Gameworks,"Single-player,Full controller support,Steam Cloud",2016,What would you do for the person you love? Are you sure you're actually in love with them? They say love is all about sacrifice. What are you willing to lose for the one you supposedly love?
428880,The Quest,"Adventure,Indie,RPG",Redshift Games,Redshift Games,"Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Custom Volume Controls,Playable without Timed Input,Save Anytime,Steam Cloud,Includes level editor,Family Sharing",2016,"The Quest is a beautifully hand-drawn open world role playing game with old school grid-based movement, turn based combat and intricate quests. Explore a huge world, full of challenging mysteries and dangerous monsters!"
428900,"Linea, the Game","Action,Casual,Indie",KHB-Soft,KHB-Soft,"Single-player,Steam Achievements,Steam Trading Cards,Stats,Steam Leaderboards,Family Sharing",2016,"The goal of the game is to survive for more than 60 seconds on each level, dodging platforms and objects, listening to bitpop soundtracks. Four levels, online-records, achievements and trading cards are waiting for you."
428910,Red Fox and the Four Seasons,"Action,Adventure,Casual,Indie,Early Access",Boogygames Studios,Boogygames Studios,"Single-player,Steam Trading Cards,Family Sharing",2021,"Embark on an enchanting adventure as Fox, exploring vibrant worlds of spring, summer, autumn, and winter. Jump, double jump, and overcome challenging obstacles in this captivating 2D platformer with stunning graphics. Skillfully navigate with just two buttons and uncover the secrets that lie within."
428920,WinKings,Action,Lemondo Games,Lemondo Games,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play Together,Family Sharing",2016,"WinKings is a 1-4 player 2D platformer game which throws you in fantasy Vikings era. Different and unique worlds, characters, enemies and weapons makes gameplay even engaging."
428930,Into the Belly of the Beast,"Action,Adventure,Casual,Indie",Lucky Brograms,Lucky Brograms,"Single-player,Steam Achievements,Full controller support,Remote Play on TV,Family Sharing",2016,"Into the Belly of the Beast is an action-adventure game where you jump into the role of Sploosh, a sea worm who is heading out to bring back his swallowed children out of the belly of a sea monster."
428940,CONTASION 2,"Action,Indie,Massively Multiplayer",Alex Woodcock,Alex Woodcock,"Single-player,Multi-player,Family Sharing",2016,"CONTASION 2 is an extensive, diverse open world action-adventure game rendered in a top-down perspective. Prepare for a memorable experience; the game boasts over 50 unique, player-controlled vehicles, including; supercars, saloons, boats and more."
428950,"Kivi, Toilet and Shotgun","Action,Adventure,Casual,Indie",16bit Nights,Back To Basics Gaming,"Single-player,Steam Trading Cards,Family Sharing",2016,"Kivi, Toilet and Shotgun is a single player top down action game where your goal is to reach the end of the desert by avoiding all kinds of obstacles and fighting the desert raiders. Go up against foes in your vehicle and on foot. Take on powerful bosses, but make sure you're quipped for the fight!"
428980,Ethereal Legends,"Action,Adventure,Indie,RPG",Soverance Studios,Soverance Studios,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,VR Support,Steam Cloud,Stats,Family Sharing",2017,"A powerful foe has descended upon the world of Arcadia. The Ethereal Knights, protectors of the realm, have nearly all been destroyed. Only you remain. Enter the portal and defend the Ethereal Realms from the evil which plagues them."
429020,LONE WOLF: Horizon,"Action,Adventure,Casual,Indie,RPG,Strategy,Early Access",m4g,M4GDEV,"Single-player,Steam Achievements,Steam Trading Cards,Steam Leaderboards,Family Sharing",2016,"LONE WOLF: Horizon is an open-world survival army-management first person shooter. Raid enemy headquarters, protect your own base of operations, buy items from merchants, upgrade items, travel to moons, mine resources, loot corpses, and much more."
429040,Furfly,"Action,Adventure,Casual,Indie",SMD Gaming Studio,SMD Gaming Studio,"Single-player,Partial Controller Support,Family Sharing",2015,Help the little furry friend to escape the evil swamp and get back to his world.
429050,Feed and Grow: Fish,"Action,Indie,Simulation,Early Access",Old B1ood,Greens s.r.o.,"Single-player,Multi-player,Steam Achievements,Partial Controller Support,Family Sharing",2016,"Hunt and eat other fish - simply, grow into larger beasts!"
429060,Zombie Wars: Invasion,"Casual,Indie,Strategy",DNZY Games,My Way Games,"Single-player,Steam Achievements,Steam Trading Cards,Family Sharing",2016,"If you like tower defense games , this game is for you ! A game is classic addictive tower defense / defense TD, style game and a lot of features. You can build towers, you can use abilities(bombs and soldiers) and you can use hero!"
429120,Zamarian,"Action,Indie",Quarter Pound Studios,,"Single-player,Multi-player,Steam Achievements,Full controller support,Family Sharing",2016,"Zamarian is a fast-paced shoot 'em up classic arcade action game brought to you in an exciting, colorful, and challenging new way!"
429160,Cyborg Rage,"Action,Indie",Ragiva Games,,"Single-player,Multi-player,Co-op,Partial Controller Support",2016,Cyborg Rage is a multiplayer space shooter featuring cooperative online action. Work with your brave wingmen to destroy all hostile starships before they destroy you. Master the advantages of your ship and defeat your enemies!
429200,Super Helmets on Fire DX Ultra Edition Plus Alpha,"Action,Indie",Ripper Games,Ripper Games,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards",2016,"Super Helmets on Fire DX is a crazy side scrolling action platformer game, with lots of nods to old school games, mixed with hardcore runner gameplay and a pinch of RPG lite elements."
429220,FullBlast,"Action,Casual,Indie",UFO Crash Games,UFO Crash Games,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Remote Play on TV,Remote Play Together,Family Sharing",2016,"Blast your way through waves of alien invaders in this retro style shooter with modern visuals. Collect power ups, destroy the enemy ships and defeat the mega bosses in 12 action packed levels. On your own or with a friend in local co-op mode."
429250,Beyond Dimensions,"Action,Adventure,Indie",Cool Frogs Studio,,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Steam Leaderboards,Family Sharing",2016,"Beyond Dimensions is a quirky action-adventure roguelike shooter.Adapt your playstyle to the randomized spells, evolutions, and levels, to obtain multiple levels.Customize your play session with different game modes, classes, and skills."
429260,Super Intergalactic Gang,"Action,Casual",Martin Cerdeira,Martin Cerdeira,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Full controller support,Remote Play Together,Family Sharing",2016,"Super Intergalactic Gang is a classic arcade shoot-em-up with a new twist. Slow time to dodge waves of bullets, charge up shots into super attacks, and even punch your enemies to death! The game is a fresh new take on a genre that is an oldie but a goodie."
429270,Didgery,"Casual,Indie",Lotus Games,Zen Labs,"Single-player,Steam Achievements,Steam Cloud,Family Sharing",2017,"Didgery is a unique merger of card and puzzle that blends fun explosive action with thoughtful strategy. Sit back and relax in Zen Mode, or put your skills to the ultimate test by battling the forces of evil in Nightmare Mode."
429280,Gems of the Aztecs,Casual,Wellore,8Floor,"Single-player,Steam Trading Cards,Steam Cloud,Family Sharing",2016,A dangerous journey into the ruins of an ancient city await our hero. Help him find the treasure in Gems of the Aztecs!
429300,Sepia Tears,"Casual,Indie,Simulation,Free To Play",Scarlet String Studios,Scarlet String Studios,"Single-player,Steam Achievements,Partial Controller Support",2016,"A visual novel about a memory that a boy named Mark tries very hard to forget, and a girl named Myra who unearths it."
429330,Stikbold! A Dodgeball Adventure,"Action,Indie,Sports",Game Swing,Curve Games,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Custom Volume Controls,Adjustable Difficulty,Keyboard Only Option,Mouse Only Option,Save Anytime,Steam Cloud,Stats,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together,Family Sharing",2016,"Stikbold is a glorious and intense sport which will put your friendships to the test with fast-paced, hard-hitting and occasionally hilariously unfair action! Or play the co-op story mode to unlock the full roster of quirky sporting heroes and earn achievements."
429350,Satellite Rush,"Action,Indie",Kimeric Labs,"Plug In Digital,Dear Villagers","Single-player,Steam Trading Cards,Partial Controller Support,Family Sharing",2016,"Satellite Rush is a sci-fi top-down shooter with pixel art graphics and Roguelike elements. Take control of an abducted office worker and blast through Satellite Moebius, a space gladitorial arena where you'll have to please the audience to get new itens and survive!"
429360,Lupinball,"Action,Casual,Indie,Sports,Strategy",Craftven,Craftven,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Stats,Steam Leaderboards,Remote Play Together,Family Sharing",2017,"Werewolves shooting fireballs at each other! Survive each round as it becomes more and more chaotic from everyone's fireballs bouncing around non-stop. Be the last wolf standing in this hilarious 2-4 player arcade deathmatch, local or online!"
429380,Space Mechanic Simulator,"Casual,Indie,Simulation",Atomic Jelly,"Wildlands Interactive,PlayWay S.A.","Single-player,Steam Trading Cards,Partial Controller Support,Steam Cloud,Family Sharing",2023,"Become a Space Mechanic! Get your hands dirty, explore the depths of space and repair broken machinery. Diagnose problems using diagrams and tools, perform repairs, manage your resources and watch the simulated machinery come alive. Or just gaze upon the beauty of the Solar System."
429390,XenoShyft,"Casual,Indie,Strategy",CMON,Twin Sails Interactive,"Single-player,Multi-player,Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Steam Cloud,Stats,Remote Play Together,Family Sharing",2016,In this base-defense deck-building card game you and your teammates will have to work together to survive the continuous onslaught of powerful alien threats and horrors!
429430,Tyrfing  Cycle |Vanilla|,"Action,Adventure,Indie,Early Access",Demon Sword Games,,"Single-player,Steam Achievements,Steam Trading Cards,Family Sharing",2016,"Tyrfing cycle is a fast paced, twitch based Action-Rogue-like Hack and Slash your way through various Dungeons and realms in this Norse themed RogueLike."
429470,Space Pilgrim Episode I: Alpha Centauri,"Adventure,Indie","Pilgrim Adventures,GrabTheGames Studios","GrabTheGames,TheGamesFortress","Single-player,Steam Achievements,Steam Trading Cards",2015,"Captain Gail Pilgrim has been flying starships since she was a kid, ferrying passengers between planets and space stations across the galaxy. She has no reason to expect that this latest trip to Alpha Centauri will be anything special, even if her passengers are a little more diverse than usual...."
429480,Vision Runner,"Indie,Early Access",Snowbit Interactive,Snowbit Interactive,"Single-player,Steam Achievements,Includes level editor,Family Sharing",2016,Vision Runner is a First Person Parkour game with an In-Game map editor. Build and Share your parkours or play parkours from other players.
429490,Resilience Wave Survival,"Action,Adventure,Casual,Indie",Jimbob Games,Jimbob Games,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Family Sharing",2015,"Resilience: Wave Survival is a physics based endless wave survival shooter. Explore to Search for Weapons and Ammo to help Defeat the Enemies, better find food and water too if you want to Survive for longer, but Beware of the Tripods stalking the lands."
429520,Falcon Gold,Simulation,"Sphere, Inc.",MicroProse Software,"Single-player,Steam Trading Cards,Family Sharing",2016,"Falcon Gold is the complete collection of updated versions of Falcon 3.0, MiG-29, Operation: Fighting Tiger and Art of the Kill dogfighting video."
429530,Falcon 4.0,Simulation,MicroProse Software,MicroProse Software,"Single-player,Multi-player,Steam Trading Cards,Family Sharing",2016,"Falcon 4.0 breaks the sight-and-sound barrier with its cutting-edge graphics, realism, dynamic campaigns and multiplayer gameplay."
429540,Prime World: Defenders 2,"Free To Play,Massively Multiplayer,Strategy",Nival,Nival,"Single-player,Multi-player,MMO,Cross-Platform Multiplayer,Steam Trading Cards,In-App Purchases",2018,"Defenders 2, - an exciting hybrid of Tower Defense and CCG, - is now available on Steam! Challenge endless hordes of monsters: build an impassable defense on their path and protect your mines. Collect all the unique towers and prove that even a tornado is not an obstacle for you."
429570,The Walking Dead: Michonne - A Telltale Miniseries,Adventure,Telltale Games,Skybound Games,"Single-player,Steam Achievements,Full controller support,Family Sharing",2016,"The Walking Dead: Michonne - A Telltale Miniseries stars the iconic, blade-wielding character from Robert Kirkman's best-selling comic books."
429580,A Wild Catgirl Appears!,Adventure,NewWestGames,NewWestGames,"Single-player,Steam Achievements,Steam Trading Cards,Family Sharing",2016,"A Wild Catgirl Appears is a short romance visual novel featuring multiple routes, different girls to date and of course, catgirls! You follow the story of Ami, a loner at high school, as she joins the school's coding club and sets about making her first video game."
429600,Fairy Tale Mysteries: The Puppet Thief,"Adventure,Casual","The House of Fables,Gogii Games",Artifex Mundi,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Family Sharing",2016,Discover the truth behind the myth and save the children!
429610,The Emerald Maiden: Symphony of Dreams,"Adventure,Casual",Gogii Games,Artifex Mundi,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Family Sharing",2016,Save your family from an ominous undersea facility!
429620,Dungeon Rushers,"Indie,RPG,Strategy",Goblinz Studio,"Goblinz Publishing,WhisperGames","Single-player,Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards,Includes level editor,Family Sharing",2016,"A Heroic-Parody tactical RPG combining dungeon crawler’s gameplay and turn-based fights. Dive in an off-beat universe, manage your team and craft mighty gear to equip them! Build your own dungeon by hiding traps and monsters in your galleries, then challenge other players to clean it!"
429660,Tales of Berseria™,"Action,RPG",BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,"Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together,Family Sharing",2017,"Players embark on a journey of self-discovery as they assume the role of Velvet, a young woman whose once kind demeanor has been replaced and overcome with a festering anger and hatred after a traumatic experience three years prior to the events within Tales of Berseria."
429680,Spellweaver,"Free To Play,Indie,Massively Multiplayer,Strategy",Dream Reactor,Dream Reactor,"Single-player,Multi-player,MMO,Steam Achievements,Steam Trading Cards",2016,"Spellweaver is a free-to-play digital card game true to the classics of the genre, adding in several unique features for a new and fresh gameplay experience. With a focus of strategic depth and variety, it offers endless hours of fun in casual or AI matches, ranked play, drafts, and tournaments!"
429690,Astro Duel,"Action,Indie",Rusty Moyher,Wild Rooster,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together,Family Sharing",2016,Astro Duel is a competitive local multiplayer party game. Rounds are quick and death is sudden. Blast your friends into space. Run over their helpless bodies for good measure.
429700,Squirbs,"Action,Adventure,Indie",Team Indev,Team Indev,"Single-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Family Sharing",2016,Squirbs is a challenging puzzle-platformer in which you control two cute blue Squirbs simultaneously with one set of controls. Looking for an awesomely difficult game? That's Squirbs.
429720,IMSCARED,"Action,Adventure,Indie",Ivan Zanotti's MyMadnessWorks,Ivan Zanotti's MyMadnessWorks,"Single-player,Steam Achievements,Family Sharing",2016,&quot;I need a Heart in order to open it&quot;
429780,Bunny Hop League,"Indie,Sports",PolyDigital,PolyDigital,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Cloud,Stats,Remote Play Together,Family Sharing",2017,"Inspired by old school first person shooters, Bunny Hop League takes you right back to the golden age of gaming, when hopping, strafing and surfing were all the rage."
429790,AdventureQuest 3D,"Action,Adventure,Casual,Free To Play,Indie,Massively Multiplayer,RPG","Artix Entertainment, LLC","Artix Entertainment, LLC","Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,In-App Purchases",2022,"The Void King is raising an army in secret. Death has chosen you as his champion to bring him down. Adventure &amp; quest alongside your friends in this bizarre cross-platform MMORPG from the creators of the original, and comically-redundantly named... AdventureQuest! Weekly releases!"
429830,Unseen Diplomacy,"Action,Indie,Simulation",Triangular Pixels,Triangular Pixels,"Single-player,Tracked Controller Support,VR Only,Steam Trading Cards,VR Support,Family Sharing",2016,"Unseen Diplomacy casts you as an elite member of The British Espionage Tactical Initiative, defeating the plans of evil-doers around the world. With a real-life obstacle course using every inch of your room-scale space, created by Steam VR, you will run and roll &amp; sneak your way through lairs."
429940,The Sad Story of Emmeline Burns,"Adventure,Casual,Indie",ebi-hime,ebi-hime,"Single-player,Steam Achievements",2016,"A short lesbian / yuri visual novel set in England. Our heroine, Toma Andrews, meets a ghost girl wearing an old-fashioned nightgown in a graveyard who calls herself Emmeline. Just who is she, and how did she die?"
429950,ABO MANDO,"Action,Adventure,Indie",UNDEAD,"Andrés Calva,Luis Calva","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Family Sharing",2015,Have fun accompanying the young from the beyond to the future but first you have to fight with mythical entities of Mexican horror.A really hardcore game for the new gamers. Take the challenge!ABO MANDO: A MEXICAN HORROR 8-BIT ADVENTURE!An instant classic!
430020,Dance of Death,Adventure,eight game studio,RunServer,"Single-player,Steam Trading Cards,Family Sharing",2015,A mysterious and fascinating quest in Hidden Object genre.
430070,Never Again,"Adventure,Indie",Primary Games,Primary Games,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Family Sharing",2019,"Never Again - Horror/first-person Quest. The main essence of the game is research locations and puzzles, plunging in the dramatic story of a little girl suffering from asthma."
430080,Elysium: Blood Games,"Casual,Indie,Simulation,Sports,Strategy",SimProse Studios,Conglomerate 5,"Single-player,Steam Trading Cards,Family Sharing",2016,"Enter a world of blood, influence and secrets in this easy to learn, yet deep strategy sim where you control a group of Gladiators, guiding them through combat and competition. Bribe, gamble and slash your way to an arena championship!"
431240,Golf With Your Friends,"Casual,Indie,Sports","Blacklight Interactive,Team17",Team17,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Steam Workshop,Partial Controller Support,Stats,Includes level editor,Remote Play on Phone,Remote Play on Tablet,Remote Play Together,Family Sharing",2020,"Why have friends if not to play Golf... With Your Friends! Nothing is out of bounds as you take on courses filled with fast paced, exciting, simultaneous mini golf for up to 12 players!"
434210,It's Spring Again,"Casual,Indie",Baba Yaga Games,Sometimes You,"Single-player,Steam Achievements,Steam Trading Cards,Family Sharing",2016,&quot;It's Spring Again&quot; - an educational game for children ages two and up. It uses game mechanics to teach children about the seasons.
434220,Bear Haven Nights,"Action,Adventure,Indie,Strategy",SunRay Games,SunRay Games,"Single-player,Steam Achievements,Steam Trading Cards,Family Sharing",2016,Bear Haven Nights is a great indie horror game where you have to survive scary nights.
434230,Fairies vs. Darklings: Arcane Edition,"Action,Casual,Indie,Strategy",Interama - Interactive Technology,Interama - Interactive Technology,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Family Sharing",2016,"Save the land of Titania from the devilish forces of darkness! Harvest mana from magical gemstones, summon magical Fairies and vanquish the evil Darklings before they plunge the whole world into oblivion!"
434240,Alien Blitz,"Action,Indie",Jean-Baptiste Simillon,Jean-Baptiste Simillon,"Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud,Steam Leaderboards,Includes level editor,Family Sharing",2016,"Alien Blitz is a 3d action-shooter with lots of bullets, missiles, weapons, maps and monsters.Take your shotgun and go kill some Aliens !"
434250,Masked Shooters 2,"Action,Indie",FreezeNova,FreezeNova,"Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Stats,Steam Leaderboards,Family Sharing",2016,"Masked Shooters 2 puts you on the front line of a dangerous gunfight that can only end in victory or defeat; there will be no white flags to wave. As a covert ops soldier, you have access to advanced weapons that will blow your enemies away, if you know how to use them."
434260,My Name is Mayo,"Casual,Simulation",Green Lava Studios,Green Lava Studios,"Single-player,Steam Achievements,Steam Trading Cards,Steam Leaderboards,Family Sharing",2016,This is a clicking adventure that simulates the real-life tapping of a Mayo Jar! You will unveil its story and (maybe) you will learn from it!
434270,Parasite,"Action,Adventure,Indie",Raphael Gervaise,Raphael Gervaise,"Single-player,Full controller support,Family Sharing",2016,Parasite is a non-linear retro platformer with a mix of action and puzzles. The player controls an alien worm wanting to get rid of a human space colony on his planet. There are multiple shapes to unlock and to switch between to facilitate the navigation and sabotage the complex.
434280,The Player RPG,RPG,Eerie Games,Eerie Games,"Single-player,Full controller support,Family Sharing",soon,"Enter the world of old school 2D RPG games, but with a different approach. This time you as the player know you are playing a game, are NPCs just that? Does the world even matters?"
434290,Typefighters (Steam Edition),Indie,Christian Reuter,Christian Reuter,"Single-player,Multi-player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards,Family Sharing",2016,"Typefighters is a competitive multiplayer game where two players battle each other using their typing skills. Its variety of modes does not only emphasise typing speed and correctness, but also other skills like reaction time, sustained attention, creativity, tactics and anticipating the opponents moves."
434300,Wormhole City,"Action,Adventure,Indie",Zenrok Studios,Zenrok Studios,"Single-player,Steam Achievements,Steam Trading Cards",2018,Wormhole City is a sci-fi adventure game with run-and-gun mecha combat and interactive cyberpunk environments. You must interact with your surroundings to achieve your objectives and progress throughout the game.
434310,imprint-X,"Adventure,Casual,Indie",Morgondag,Morgondag,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Family Sharing",2017,"A trippy clicking puzzler! You are one of the hacker clones, saving intellects by hacking into infected brains and defeating the mysterious Wardens."
434340,Spheria,"Casual,Indie",Daydream Software,Daydream Software,"Single-player,Steam Achievements,Full controller support,Stats,Steam Leaderboards,Family Sharing",2016,Spheria is a simple arcade game where you roll your POWERFUL BALL through stages of mystique and wonder.
434360,Kitten Rampage,"Action,Casual,Indie,Simulation",Dexmes,Dexmes,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Stats,Steam Leaderboards,Steam Turn Notifications,Family Sharing",2017,"Kitten Rampage is a silly, fun, destructive all-in-one kind of game. Destruction is a must, destroy as much as possible! Roam, hunt, explore and explode everything as an adorable Kitten in a third person view. Conquer the world from humans and other enemies as the deadliest kitten alive!"
434370,Buried: An Interactive Story,"Adventure,Indie",Bromoco Games,Bromoco Games,"Single-player,Family Sharing",2016,"Buried is a playable, interactive story told through stunning photos, a haunting soundscape, and gripping text. You play the role of Roger Hastings, a logger who awakens to find his friends missing, uncovering something that should have stayed hidden..."
434390,Lost Bros,"Action,Adventure,Indie",Wheat Muffin Games,Wheat Muffin Games,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Leaderboards,Remote Play Together,Family Sharing",2016,"In Lost Bros simultaneously control three independent characters as they travel through time to save their kidnapped friend. Gunman, Shieldman, and Swordman must cooperate with unique abilities to solve puzzles and fight bad guys."
434420,The Chosen RPG,"Action,Adventure,Indie,RPG",Little Big Lee,Senpai Studios,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing",2016,The Chosen is a heroic RPG. Will you be able to unravel the mysterious plot against you and become the Chosen?
434430,Abbot's Book Demo,"Adventure,Free To Play,Indie,RPG","The Abbot's Book, LLC","Blackthorn Media, LLC","Single-player,Tracked Controller Support,VR Only,VR Support",2016,A trailer for the 8-episode narrative VR The Abbot's Book.
434460,Rock of Ages 2: Bigger & Boulder™,"Action,Indie,Racing,Strategy",ACE Team,SEGA,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Remote Play Together,Family Sharing",2017,"The greatest rock-racing, tower defense, art history game is back! Like the title says, Bigger &amp; Boulder cranks up the surrealism and gameplay with chaotic 4P multiplayer, new time periods, and improved graphics, physics, and destructibility powered by UE4 to be, well… BIGGER AND BOULDER."
434470,Puzzle Party,"Casual,Indie","Kris Patrick,Alexis Ruiz",Krispy Animation,"Single-player,Steam Achievements,Partial Controller Support,Family Sharing",2020,"Puzzle Party is a simple, damaged pixel style block pushing puzzle game with a few twists! Jump into the perpetual void as you immerse yourself in the odd tale of Amid, his old partner, and the strange phenomena that surrounds their abandoned passion project."
434480,Mathoria: It All Adds Up,"Casual,Free To Play,Indie,RPG",Senshi.Labs,Senshi.Labs,"Single-player,Steam Trading Cards,Partial Controller Support",2016,"A free educational math RPG that caters to children. Helps in practicing basic addition skills through drills while adventuring in the land of Mathoria. Also aims to target educators and gamer parents alike, so that Mathoria can become a bonding tool between them and the children they care for."
434490,Otem's Defiance,"Action,Indie",HyperBerry Games,HyperBerry Games,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Family Sharing",2016,"You play as Otem, a child who has been chosen as a sacrifice to the gods of his tribe. As they materialize in the center of the ring-shaped arena, you must dodge their attacks and fight back to survive the ritual and uncover the secrets of this gruesome tradition lead by the mysterious Shaman."
434500,BATTLE PIXELS,"Action,Casual,Indie,Strategy",AppyArt Games,,"Single-player,Steam Trading Cards,Family Sharing",2016,"Battle Pixels is a frantic arcade action, point and click shoot 'em up with a 16 bit retro style.Take control of your tanks and eliminate the enemy's turret defences over 25 randomly generated levels."
434510,Formicide,"Action,Free To Play,Indie","Rock Wall Games, LLC","Rock Wall Games, LLC","Multi-player,PvP,Online PvP,Co-op,Online Co-op",2017,Formicide is a fast-paced 2D online platformer with a lineup of versatile classes. Think Worms meets Team Fortress 2. Face off with teammates against enemies in destructible environments with the weapons and abilities at your disposal.
434520,Simutrans,"Free To Play,Simulation,Strategy",The Simutrans Team,The Simutrans Team,"Single-player,Multi-player,PvP,Online PvP,LAN PvP,Steam Workshop,Steam Cloud",2016,"Simutrans is a freeware and open-source transportation simulator. Your goal is to establish a successful transport company. Transport passengers, mail and goods by rail, road, ship, and even air. Interconnect districts, cities, public buildings, industries and tourist attractions."
434530,Flobe,"Casual,Indie,Strategy,Early Access","Skinny Jean Death Studios,Porcelain Labs",Volens Nolens Games,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Family Sharing",2016,"Forever Humble PDX via Skinny Jean Death Studios in collaboration with Porcelin Labs, presents FLOBE, an unique game with an emphasis on quick pick &amp; play action and casually intense gameplay! Use both analog sticks to control the blue line's position and length!"
434540,Secret of the Pendulum,"Adventure,Casual",GamesCafe,GamesCafe,"Single-player,Family Sharing",2016,"Following a series of clues, join our female heroines Lily and Madison. Together you must help solve the murders that transpire in this chilling time-tale mystery. Journey through this thrilling story-driven game navigating the clues that you discover."
434570,Blood and Bacon,"Action,Adventure,Casual",Big Corporation,Grunge Games LTD,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards,Family Sharing",2016,"This Co-op Shooter , has Day and Night levels, multiple maps, players will take on 25 enemy types and numerous bosses, like Gargantuan Monsters and Minibosses every 10 days as you explore, shoot and run for your life against the onslaught of porcine monstrosities."
